1.074872, -1.104185, 3.362275, 62.283649, 24895.513672 
0.508116, -0.196577, 0.464564, 61.302959, 24925.455078 
0.203099, 0.412996, -0.969738, 62.053604, 24960.261719 
0.035389, 0.865891, -3.641826, 62.452858, 24992.562500 
-0.247540, 0.777834, -5.539743, 62.822605, 25026.078125 
-0.443660, 1.147769, -5.975262, 63.495350, 25061.716797 
-0.273858, 0.794294, -4.093435, 63.611988, 25093.365234 
-0.042326, 0.356898, -1.379435, 62.712734, 25127.853516 
0.461391, -0.345006, 2.846462, 62.038910, 25161.089844 
0.513108, -0.499368, 3.395041, 61.203373, 25193.019531 
0.606192, -0.308844, 4.270758, 61.271065, 25226.867188 
0.486374, -0.205715, 2.503201, 61.372807, 25261.306641 
0.240323, 0.010304, 0.147579, 60.493427, 25294.062500 
0.207609, 0.203613, -0.757908, 60.344997, 25327.017578 
0.076950, 0.557229, -2.857995, 61.158218, 25361.429688 
0.074926, 0.445504, -4.939741, 61.954399, 25394.380859 
-0.260899, 0.546900, -6.275798, 61.939690, 25427.056641 
-0.005021, 0.283545, -4.115851, 62.148197, 25461.050781 
-0.140144, 0.254424, -2.726916, 62.277874, 25494.080078 
-0.119255, 0.455298, -0.379346, 61.334045, 25527.312500 
0.247496, 0.215388, 2.810749, 60.824108, 25561.105469 
0.352522, -0.163489, 3.654568, 60.608677, 25594.343750 
0.433114, -0.392706, 3.718476, 61.093658, 25627.041016 
0.685225, -0.325022, 2.971829, 61.181091, 25661.775391 
0.299160, 0.178562, -0.209203, 59.866699, 25694.361328 
0.223523, 0.645062, -1.894627, 60.318020, 25727.451172 
-0.028348, 0.532512, -4.609977, 60.577522, 25761.984375 
-0.013117, 0.565245, -5.401876, 61.458660, 25793.724609 
-0.413354, 1.097801, -6.328626, 61.779896, 25827.283203 
-0.442593, 0.878337, -4.734265, 61.935669, 25860.189453 
-0.144032, 0.461698, -1.997093, 61.772240, 25894.162109 
0.081655, 0.362630, 0.004563, 61.189423, 25927.697266 
0.564669, -0.467468, 2.727238, 60.181137, 25970.468750 
