0.710993, -0.410773, 3.072044, 60.149979, 26015.486328 
0.555959, -0.551630, 1.785452, 60.462555, 26052.302734 
0.464580, -0.385687, 0.202573, 60.424751, 26084.207031 
0.244417, 0.662944, -0.644277, 60.161961, 26114.890625 
0.087090, 0.283099, -4.065619, 60.803509, 26144.701172 
0.019382, 0.747736, -4.347963, 60.802418, 26174.941406 
-0.362973, 0.883501, -6.404650, 61.909283, 26204.507812 
-0.376665, 1.057908, -4.419586, 62.367580, 26232.806641 
-0.204770, 0.686674, -3.053990, 62.548065, 26262.410156 
0.066252, 0.203142, -0.536547, 62.219971, 26293.398438 
0.311016, -0.283231, 1.613349, 61.247082, 26327.929688 
0.416479, -0.566367, 3.169563, 61.406788, 26361.128906 
0.514144, -0.484680, 3.300263, 60.724586, 26395.505859 
0.608392, -0.258561, 3.099617, 61.033474, 26427.814453 
0.193762, 0.175520, -0.579551, 60.442986, 26462.265625 
0.286502, 0.280097, -2.090261, 60.826790, 26495.048828 
0.110582, 0.597487, -3.556578, 60.751457, 26528.931641 
-0.070606, 0.681003, -5.171968, 60.852592, 26561.000000 
-0.341277, 0.893399, -5.692890, 60.845901, 26595.007812 
-0.126731, 0.572372, -2.850438, 60.949505, 26629.378906 
0.182116, 0.039116, -0.424531, 60.279079, 26661.560547 
0.358030, -0.215254, 1.226642, 59.536385, 26694.609375 
0.559588, -0.531033, 2.476587, 58.759285, 26728.154297 
0.621389, -0.232898, 3.469315, 58.607777, 26760.625000 
0.698771, -0.525878, 2.114631, 58.330746, 26795.046875 
0.233983, 0.333570, -0.125626, 57.969017, 26830.292969 
-0.200799, 0.759912, -2.275806, 57.732841, 26862.832031 
-0.023551, 0.620485, -3.448488, 57.456520, 26894.259766 
-0.265754, 0.891515, -5.282781, 58.366085, 26928.121094 
-0.327790, 0.789884, -5.723426, 59.391983, 26962.707031 
-0.269205, 0.622667, -4.369050, 59.955681, 26995.511719 
0.044829, 0.374606, -0.817459, 59.171024, 27029.761719 
0.423701, -0.071182, 1.355468, 58.582241, 27061.828125 
0.653146, -0.621150, 2.878144, 57.455509, 27095.296875 
0.720583, -0.592108, 4.215163, 57.599808, 27128.484375 
0.728935, -0.579355, 3.433341, 57.297989, 27161.683594 
0.722779, -0.544972, 2.292144, 56.467644, 27195.660156 
0.023657, 0.777628, -1.543767, 53.726681, 27229.576172 
-0.149164, 1.124605, -3.937697, 54.009460, 27262.189453 
-0.301504, 1.204780, -5.477520, 62.499687, 27295.925781 
-0.431897, 0.798137, -6.277340, 62.472645, 27329.966797 
-0.312071, 0.556086, -4.486698, 62.116917, 27362.623047 
0.047359, 0.329242, -1.621154, 62.213509, 27395.400391 
0.488336, -0.585157, 2.369542, 55.480389, 27430.009766 
0.550769, -0.474267, 3.350190, 55.037090, 27462.388672 
0.513522, -0.325635, 3.995323, 54.904194, 27496.123047 
0.710420, -0.326170, 1.779136, 54.984985, 27528.164062 
0.251188, -0.045325, -0.570932, 62.931126, 27563.187500 
0.028675, 0.646110, -2.073669, 74.959999, 27596.339844 
-0.170143, 0.623352, -5.279937, 77.285339, 27628.744141 
-0.445930, 0.726287, -6.048879, 81.017250, 27662.998047 
-0.305574, 0.652930, -5.000364, 77.266144, 27696.025391 
0.037500, 0.513197, -1.328010, 70.815109, 27728.810547 
0.327298, -0.240583, 1.110080, 72.471878, 27762.417969 
0.729252, -0.429826, 3.717164, 69.048943, 27795.070312 
0.918122, -0.953256, 4.884656, 68.766457, 27829.257812 
1.071823, -0.681011, 3.524832, 69.381409, 27862.935547 
0.880230, 0.008601, 1.347189, 69.746101, 27897.308594 
-0.181715, 1.382601, -3.797666, 72.862366, 27928.748047 
-0.317133, 1.277717, -5.923469, 80.375214, 27962.369141 
-0.672500, 1.136155, -6.642790, 86.097786, 27996.609375 
-0.427644, 0.984569, -4.184765, 86.292587, 28029.621094 
0.006147, 0.571985, -1.592417, 84.130913, 28063.005859 
0.541561, -0.470851, 0.932881, 80.493156, 28096.441406 
0.915988, -1.106557, 3.761289, 75.265274, 28130.105469 
0.981023, -1.308888, 4.232545, 74.195518, 28161.873047 
0.898521, -0.478105, 2.289967, 73.306267, 28197.214844 
